,PERSON_ID,FIRST_NAME,LAST_NAME,BIRTHDATE,SCHOOL,COUNTRY,LAST_AFFILIATION,HEIGHT,WEIGHT,SEASON_EXP,JERSEY,POSITION,ROSTERSTATUS,TEAM_NAME,TEAM_ABBREVIATION,TEAM_CITY,FROM_YEAR,TO_YEAR,NBA_FLAG,GAMES_PLAYED_FLAG,DRAFT_YEAR,DRAFT_ROUND,DRAFT_NUMBER,GREATEST_75_FLAG,HEIGHT_DEC
118,1631120,JD,Davison,2002-10-03T00:00:00,Alabama,USA,Alabama/USA,6-1,195.0,0,20.0,Guard,Active,Celtics,BOS,Boston,2022.0,2022.0,Y,Y,2022,2,53,N,6.083
119,1630620,Darius,Days,1999-10-20T00:00:00,Louisiana State,USA,Louisiana State/USA,6-7,245.0,0,5.0,Forward,Active,Rockets,HOU,Houston,2022.0,2022.0,Y,Y,Undrafted,Undrafted,Undrafted,N,6.583
120,201942,DeMar,DeRozan,1989-08-07T00:00:00,Southern California,USA,Southern California/USA,6-6,220.0,13,11.0,Guard-Forward,Active,Bulls,CHI,Chicago,2009.0,2022.0,Y,Y,2009,1,9,N,6.5
121,203473,Dewayne,Dedmon,1989-08-12T00:00:00,Southern California,USA,Southern California/USA,6-10,245.0,9,14.0,Center,Active,76ers,PHI,Philadelphia,2013.0,2022.0,Y,Y,Undrafted,Undrafted,Undrafted,N,6.833
122,203521,Matthew,Dellavedova,1990-09-08T00:00:00,St. Mary's,Australia,St. Mary's/Australia,6-3,200.0,8,8.0,Guard,Active,Kings,SAC,Sacramento,2013.0,2022.0,Y,Y,Undrafted,Undrafted,Undrafted,N,6.25
123,1628978,Donte,DiVincenzo,1997-01-31T00:00:00,Villanova,USA,Villanova/USA,6-4,203.0,4,0.0,Guard,Active,Warriors,GSW,Golden State,2018.0,2022.0,Y,Y,2018,1,17,N,6.333
124,1631217,Moussa,Diabate,2002-01-21T00:00:00,Michigan,France,Michigan/France,6-10,210.0,0,25.0,Forward,Active,Clippers,LAC,LA,2022.0,2022.0,Y,Y,2022,2,43,N,6.833
125,1629603,Mamadi,Diakite,1997-01-21T00:00:00,Virginia,Guinea,Virginia/Guinea,6-9,228.0,2,21.0,Forward,Active,Cavaliers,CLE,Cleveland,2020.0,2022.0,Y,Y,Undrafted,Undrafted,Undrafted,N,6.75
126,1628977,Hamidou,Diallo,1998-07-31T00:00:00,Kentucky,USA,Kentucky/USA,6-5,202.0,4,6.0,Guard,Active,Pistons,DET,Detroit,2018.0,2022.0,Y,Y,2018,2,45,N,6.417
127,203476,Gorgui,Dieng,1990-01-18T00:00:00,Louisville,Senegal,Louisville/Senegal,6-10,248.0,9,41.0,Center,Active,Spurs,SAS,San Antonio,2013.0,2022.0,Y,Y,2013,1,21,N,6.833
128,1631172,Ousmane,Dieng,2003-05-21T00:00:00,New Zealand Breakers,France,New Zealand Breakers/France,6-9,185.0,0,13.0,Forward,Active,Thunder,OKC,Oklahoma City,2022.0,2022.0,Y,Y,2022,1,11,N,6.75
129,203915,Spencer,Dinwiddie,1993-04-06T00:00:00,Colorado,USA,Colorado/USA,6-5,215.0,8,26.0,Guard,Active,Nets,BKN,Brooklyn,2014.0,2022.0,Y,Y,2014,2,38,N,6.417
130,1629029,Luka,Doncic,1999-02-28T00:00:00,Real Madrid,Slovenia,Real Madrid/Slovenia,6-7,230.0,4,77.0,Forward-Guard,Active,Mavericks,DAL,Dallas,2018.0,2022.0,Y,Y,2018,1,3,N,6.583
131,1628416,Tyler,Dorsey,1996-02-18T00:00:00,Oregon,USA,Oregon/USA,6-4,180.0,2,,Guard,Inactive,,,,2017.0,2022.0,Y,Y,2017,2,41,N,6.333
132,1629652,Luguentz,Dort,1999-04-19T00:00:00,Arizona State,Canada,Arizona State/Canada,6-4,220.0,3,5.0,Guard,Active,Thunder,OKC,Oklahoma City,2019.0,2022.0,Y,Y,Undrafted,Undrafted,Undrafted,N,6.333
133,1630245,Ayo,Dosunmu,2000-01-17T00:00:00,Illinois,USA,Illinois/USA,6-5,200.0,1,12.0,Guard,Active,Bulls,CHI,Chicago,2021.0,2022.0,Y,Y,2021,2,38,N,6.417
134,1629653,Devon,Dotson,1999-08-02T00:00:00,Kansas,USA,Kansas/USA,6-1,185.0,2,,Guard,Inactive,,,,2020.0,2022.0,Y,Y,Undrafted,Undrafted,Undrafted,N,6.083
135,1630288,Jeff,Dowtin Jr.,1997-05-10T00:00:00,Rhode Island,USA,Rhode Island/USA,6-3,177.0,1,20.0,Guard,Active,Raptors,TOR,Toronto,2021.0,2022.0,Y,Y,Undrafted,Undrafted,Undrafted,N,6.25
136,1628408,PJ,Dozier,1996-10-25T00:00:00,South Carolina,USA,South Carolina/USA,6-6,205.0,5,35.0,Guard-Forward,Active,Kings,SAC,Sacramento,2017.0,2022.0,Y,Y,Undrafted,Undrafted,Undrafted,N,6.5
137,201609,Goran,Dragic,1986-05-06T00:00:00,Union Olimpija,Slovenia,Union Olimpija/Slovenia,6-4,190.0,14,7.0,Guard,Active,Bucks,MIL,Milwaukee,2008.0,2022.0,Y,Y,2008,2,45,N,6.333
138,203083,Andre,Drummond,1993-08-10T00:00:00,Connecticut,USA,Connecticut/USA,6-11,279.0,10,3.0,Center,Active,Bulls,CHI,Chicago,2012.0,2022.0,Y,Y,2012,1,9,N,6.917
139,1630537,Chris,Duarte,1997-06-13T00:00:00,Oregon,Dominican Republic,Oregon/Dominican Republic,6-5,190.0,1,3.0,Guard,Active,Pacers,IND,Indiana,2021.0,2022.0,Y,Y,2021,1,13,N,6.417
140,1630561,David,Duke Jr.,1999-10-13T00:00:00,Providence,USA,Providence/USA,6-4,204.0,1,6.0,Guard,Active,Nets,BKN,Brooklyn,2021.0,2022.0,Y,Y,Undrafted,Undrafted,Undrafted,N,6.333
141,201142,Kevin,Durant,1988-09-29T00:00:00,Texas,USA,Texas/USA,6-10,240.0,14,35.0,Forward,Active,Suns,PHX,Phoenix,2007.0,2022.0,Y,Y,2007,1,2,Y,6.833
142,1631105,Jalen,Duren,2003-11-18T00:00:00,Memphis,USA,Memphis/USA,6-11,250.0,0,0.0,Center,Active,Pistons,DET,Detroit,2022.0,2022.0,Y,Y,2022,1,13,N,6.917
143,1631106,Tari,Eason,2001-05-10T00:00:00,Louisiana State,USA,Louisiana State/USA,6-8,215.0,0,17.0,Forward,Active,Rockets,HOU,Houston,2022.0,2022.0,Y,Y,2022,1,17,N,6.667
144,1630162,Anthony,Edwards,2001-08-05T00:00:00,Georgia,USA,Georgia/USA,6-4,225.0,2,1.0,Guard,Active,Timberwolves,MIN,Minnesota,2020.0,2022.0,Y,Y,2020,1,1,N,6.333
145,1630556,Kessler,Edwards,2000-08-09T00:00:00,Pepperdine,USA,Pepperdine/USA,6-7,203.0,1,14.0,Forward,Active,Kings,SAC,Sacramento,2021.0,2022.0,Y,Y,2021,2,44,N,6.583
146,1629604,CJ,Elleby,2000-06-16T00:00:00,Washington State,USA,Washington State/USA,6-6,200.0,3,16.0,Forward-Guard,Inactive,Trail Blazers,POR,Portland,2020.0,2021.0,Y,Y,2020,2,46,N,6.5
147,1631165,Keon,Ellis,2000-01-08T00:00:00,Alabama,USA,Alabama/USA,6-3,175.0,0,23.0,Guard,Active,Kings,SAC,Sacramento,2022.0,2022.0,Y,Y,Undrafted,Undrafted,Undrafted,N,6.25
148,203954,Joel,Embiid,1994-03-16T00:00:00,Kansas,Cameroon,Kansas/Cameroon,7-0,280.0,6,21.0,Center-Forward,Active,76ers,PHI,Philadelphia,2014.0,2022.0,Y,Y,2014,1,3,N,7.0
149,1629234,Drew,Eubanks,1997-02-01T00:00:00,Oregon State,USA,Oregon State/USA,6-10,245.0,4,24.0,Forward-Center,Active,Trail Blazers,POR,Portland,2018.0,2022.0,Y,Y,Undrafted,Undrafted,Undrafted,N,6.833
150,202324,Derrick,Favors,1991-07-15T00:00:00,Georgia Tech,USA,Georgia Tech/USA,6-9,265.0,13,15.0,Forward,Inactive,Thunder,OKC,Oklahoma City,2010.0,2021.0,Y,Y,2010,1,3,N,6.75
151,1628981,Bruno,Fernando,1998-08-15T00:00:00,Maryland,Angola,Maryland/Angola,6-10,240.0,3,20.0,Forward-Center,Active,Hawks,ATL,Atlanta,2019.0,2022.0,Y,Y,2019,2,34,N,6.833
152,1627827,Dorian,Finney-Smith,1993-05-04T00:00:00,Florida,USA,Florida/USA,6-7,220.0,6,28.0,Forward,Active,Nets,BKN,Brooklyn,2016.0,2022.0,Y,Y,Undrafted,Undrafted,Undrafted,N,6.583
153,1630238,Malik,Fitts,1997-07-04T00:00:00,St. Mary's College,USA,St. Mary's College/USA,6-5,230.0,3,8.0,Forward,Inactive,Celtics,BOS,Boston,2020.0,2021.0,Y,Y,Undrafted,Undrafted,Undrafted,N,6.417
154,1630201,Malachi,Flynn,1998-05-09T00:00:00,San Diego State,USA,San Diego State/USA,6-1,175.0,2,22.0,Guard,Active,Raptors,TOR,Toronto,2020.0,2022.0,Y,Y,2020,1,29,N,6.083
155,1631323,Simone,Fontecchio,1995-12-09T00:00:00,Baskonia,Italy,Baskonia/Italy,6-7,209.0,0,16.0,Forward,Active,Jazz,UTA,Utah,2022.0,2022.0,Y,Y,Undrafted,Undrafted,Undrafted,N,6.583
156,1627854,Bryn,Forbes,1993-07-23T00:00:00,Michigan State,USA,Michigan State/USA,6-2,205.0,6,,Guard,Inactive,,,,2016.0,2022.0,Y,Y,Undrafted,Undrafted,Undrafted,N,6.167
157,1630235,Trent,Forrest,1998-06-12T00:00:00,Florida State,USA,Florida State/USA,6-4,210.0,2,2.0,Guard,Active,Hawks,ATL,Atlanta,2020.0,2022.0,Y,Y,Undrafted,Undrafted,Undrafted,N,6.333
158,1630701,Michael,Foster Jr.,2003-01-16T00:00:00,NBA G League Ignite,USA,NBA G League Ignite/USA,6-8,250.0,0,,Forward,Inactive,,,,2022.0,2022.0,Y,Y,Undrafted,Undrafted,Undrafted,N,6.667
159,203095,Evan,Fournier,1992-10-29T00:00:00,Poitiers Basket 86,France,Poitiers Basket 86/France,6-6,205.0,10,13.0,Guard-Forward,Active,Knicks,NYK,New York,2012.0,2022.0,Y,Y,2012,1,20,N,6.5
160,1628368,De'Aaron,Fox,1997-12-20T00:00:00,Kentucky,USA,Kentucky/USA,6-3,185.0,5,5.0,Guard,Active,Kings,SAC,Sacramento,2017.0,2022.0,Y,Y,2017,1,5,N,6.25
161,1628365,Markelle,Fultz,1998-05-29T00:00:00,Washington,USA,Washington/USA,6-4,209.0,5,20.0,Guard,Active,Magic,ORL,Orlando,2017.0,2022.0,Y,Y,2017,1,1,N,6.333
162,1629117,Wenyen,Gabriel,1997-03-26T00:00:00,Kentucky,South Sudan,Kentucky/South Sudan,6-9,205.0,3,35.0,Forward,Active,Lakers,LAL,Los Angeles,2018.0,2022.0,Y,Y,Undrafted,Undrafted,Undrafted,N,6.75
163,1629655,Daniel,Gafford,1998-10-01T00:00:00,Arkansas,USA,Arkansas/USA,6-10,234.0,3,21.0,Forward-Center,Active,Wizards,WAS,Washington,2019.0,2022.0,Y,Y,2019,2,38,N,6.833
164,201568,Danilo,Gallinari,1988-08-08T00:00:00,Olimpia Milano,Italy,Olimpia Milano/Italy,6-10,236.0,13,8.0,Forward,Active,Celtics,BOS,Boston,2008.0,2022.0,Y,Y,2008,1,6,N,6.833
165,204038,Langston,Galloway,1991-12-09T00:00:00,St. Joseph's (PA),USA,St. Joseph's (PA)/USA,6-1,200.0,9,,Guard,Inactive,,,,2014.0,2021.0,Y,Y,Undrafted,Undrafted,Undrafted,N,6.083
166,1629636,Darius,Garland,2000-01-26T00:00:00,Vanderbilt,USA,Vanderbilt/USA,6-1,192.0,3,10.0,Guard,Active,Cavaliers,CLE,Cleveland,2019.0,2022.0,Y,Y,2019,1,5,N,6.083
167,1630585,Marcus,Garrett,1998-11-09T00:00:00,Kansas,USA,Kansas/USA,6-5,205.0,2,,Guard,Inactive,,,,2021.0,2021.0,Y,Y,Undrafted,Undrafted,Undrafted,N,6.417
168,1630586,Usman,Garuba,2002-03-09T00:00:00,Real Madrid,Spain,Real Madrid/Spain,6-8,229.0,1,16.0,Forward,Active,Rockets,HOU,Houston,2021.0,2022.0,Y,Y,2021,1,23,N,6.667
169,1630568,Luka,Garza,1998-12-27T00:00:00,Iowa,USA,Iowa/USA,6-10,243.0,1,55.0,Center,Active,Timberwolves,MIN,Minnesota,2021.0,2022.0,Y,Y,2021,2,52,N,6.833
170,200752,Rudy,Gay,1986-08-17T00:00:00,Connecticut,USA,Connecticut/USA,6-8,250.0,16,22.0,Forward-Guard,Active,Jazz,UTA,Utah,2006.0,2022.0,Y,Y,2006,1,8,N,6.667
171,202331,Paul,George,1990-05-02T00:00:00,Fresno State,USA,Fresno State/USA,6-8,220.0,12,13.0,Forward,Active,Clippers,LAC,LA,2010.0,2022.0,Y,Y,2010,1,10,N,6.667
172,201959,Taj,Gibson,1985-06-24T00:00:00,Southern California,USA,Southern California/USA,6-9,232.0,13,67.0,Forward,Active,Wizards,WAS,Washington,2009.0,2022.0,Y,Y,2009,1,26,N,6.75
173,1630581,Josh,Giddey,2002-10-10T00:00:00,NBA Global Academy,Australia,NBA Global Academy/Australia,6-8,216.0,1,3.0,Guard,Active,Thunder,OKC,Oklahoma City,2021.0,2022.0,Y,Y,2021,1,6,N,6.667
174,1628983,Shai,Gilgeous-Alexander,1998-07-12T00:00:00,Kentucky,Canada,Kentucky/Canada,6-6,195.0,4,2.0,Guard,Active,Thunder,OKC,Oklahoma City,2018.0,2022.0,Y,Y,2018,1,11,N,6.5
175,1630264,Anthony,Gill,1992-10-17T00:00:00,Virginia,USA,Virginia/USA,6-8,230.0,2,16.0,Forward,Active,Wizards,WAS,Washington,2020.0,2022.0,Y,Y,Undrafted,Undrafted,Undrafted,N,6.667
176,1631221,Collin,Gillespie,1999-06-25T00:00:00,Villanova,USA,Villanova/USA,6-1,195.0,0,21.0,Guard,Active,Nuggets,DEN,Denver,2022.0,2022.0,N,N,Undrafted,Undrafted,Undrafted,N,6.083
177,203497,Rudy,Gobert,1992-06-26T00:00:00,Cholet,France,Cholet/France,7-1,258.0,9,27.0,Center,Active,Timberwolves,MIN,Minnesota,2013.0,2022.0,Y,Y,2013,1,27,N,7.083
178,1630692,Jordan,Goodwin,1998-10-23T00:00:00,St. Louis,USA,St. Louis/USA,6-3,200.0,1,7.0,Guard,Active,Wizards,WAS,Washington,2021.0,2022.0,Y,Y,Undrafted,Undrafted,Undrafted,N,6.25
179,203932,Aaron,Gordon,1995-09-16T00:00:00,Arizona,USA,Arizona/USA,6-8,235.0,8,50.0,Forward,Active,Nuggets,DEN,Denver,2014.0,2022.0,Y,Y,2014,1,4,N,6.667
180,201569,Eric,Gordon,1988-12-25T00:00:00,Indiana,USA,Indiana/USA,6-3,215.0,14,10.0,Guard,Active,Clippers,LAC,LA,2008.0,2022.0,Y,Y,2008,1,7,N,6.25
181,1628984,Devonte',Graham,1995-02-22T00:00:00,Kansas,USA,Kansas/USA,6-1,195.0,4,4.0,Guard,Active,Spurs,SAS,San Antonio,2018.0,2022.0,Y,Y,2018,2,34,N,6.083
182,203924,Jerami,Grant,1994-03-12T00:00:00,Syracuse,USA,Syracuse/USA,6-8,210.0,8,9.0,Forward,Active,Trail Blazers,POR,Portland,2014.0,2022.0,Y,Y,2014,2,39,N,6.667
183,1631260,AJ,Green,1999-09-27T00:00:00,Northern Iowa,USA,Northern Iowa/USA,6-5,190.0,0,20.0,Guard,Active,Bucks,MIL,Milwaukee,2022.0,2022.0,Y,Y,Undrafted,Undrafted,Undrafted,N,6.417
184,201980,Danny,Green,1987-06-22T00:00:00,North Carolina,USA,North Carolina/USA,6-6,215.0,13,14.0,Guard,Active,Cavaliers,CLE,Cleveland,2009.0,2022.0,Y,Y,2009,2,46,N,6.5
185,203110,Draymond,Green,1990-03-04T00:00:00,Michigan State,USA,Michigan State/USA,6-6,230.0,10,23.0,Forward,Active,Warriors,GSW,Golden State,2012.0,2022.0,Y,Y,2012,2,35,N,6.5
186,203210,JaMychal,Green,1990-06-21T00:00:00,Alabama,USA,Alabama/USA,6-9,227.0,8,1.0,Forward-Center,Active,Warriors,GSW,Golden State,2014.0,2022.0,Y,Y,Undrafted,Undrafted,Undrafted,N,6.75
187,1630224,Jalen,Green,2002-02-09T00:00:00,NBA G League Ignite,USA,NBA G League Ignite/USA,6-4,186.0,1,4.0,Guard,Active,Rockets,HOU,Houston,2021.0,2022.0,Y,Y,2021,1,2,N,6.333
188,1629750,Javonte,Green,1993-07-23T00:00:00,Radford,USA,Radford/USA,6-5,205.0,3,24.0,Guard,Active,Bulls,CHI,Chicago,2019.0,2022.0,Y,Y,Undrafted,Undrafted,Undrafted,N,6.417
189,201145,Jeff,Green,1986-08-28T00:00:00,Georgetown,USA,Georgetown/USA,6-8,235.0,14,32.0,Forward,Active,Nuggets,DEN,Denver,2007.0,2022.0,Y,Y,2007,1,5,N,6.667
190,1630182,Josh,Green,2000-11-16T00:00:00,Arizona,Australia,Arizona/Australia,6-7,200.0,2,8.0,Guard,Active,Mavericks,DAL,Dallas,2020.0,2022.0,Y,Y,2020,1,18,N,6.583
191,1631100,AJ,Griffin,2003-08-25T00:00:00,Duke,USA,Duke/USA,6-6,220.0,0,14.0,Forward,Active,Hawks,ATL,Atlanta,2022.0,2022.0,Y,Y,2022,1,16,N,6.5
192,201933,Blake,Griffin,1989-03-16T00:00:00,Oklahoma,USA,Oklahoma/USA,6-9,250.0,12,91.0,Forward,Active,Celtics,BOS,Boston,2009.0,2022.0,Y,Y,2009,1,1,N,6.75
193,1629656,Quentin,Grimes,2000-05-08T00:00:00,Houston,USA,Houston/USA,6-5,210.0,1,6.0,Guard,Active,Knicks,NYK,New York,2021.0,2022.0,Y,Y,2021,1,25,N,6.417
194,1629060,Rui,Hachimura,1998-02-08T00:00:00,Gonzaga,Japan,Gonzaga/Japan,6-8,230.0,3,28.0,Forward,Active,Lakers,LAL,Los Angeles,2019.0,2022.0,Y,Y,2019,1,9,N,6.667
195,1630169,Tyrese,Haliburton,2000-02-29T00:00:00,Iowa State,USA,Iowa State/USA,6-5,185.0,2,0.0,Guard,Active,Pacers,IND,Indiana,2020.0,2022.0,Y,Y,2020,1,12,N,6.417
196,1631160,Jordan,Hall,2002-01-14T00:00:00,St. Joseph's (PA),USA,St. Joseph's (PA)/USA,6-7,215.0,0,,Guard,Inactive,,,,2022.0,2022.0,Y,Y,Undrafted,Undrafted,Undrafted,N,6.583
197,1629788,Tyler,Hall,1997-03-25T00:00:00,Montana State,USA,Montana State/USA,6-5,209.0,2,,Guard,Inactive,,,,2021.0,2021.0,Y,Y,Undrafted,Undrafted,Undrafted,N,6.417
198,1630181,R.J.,Hampton,2001-02-07T00:00:00,New Zealand Breakers,USA,New Zealand Breakers/USA,6-4,175.0,2,14.0,Guard,Active,Pistons,DET,Detroit,2020.0,2022.0,Y,Y,2020,1,24,N,6.333
199,203501,Tim,Hardaway Jr.,1992-03-16T00:00:00,Michigan,USA,Michigan/USA,6-5,205.0,9,11.0,Guard-Forward,Active,Mavericks,DAL,Dallas,2013.0,2022.0,Y,Y,2013,1,24,N,6.417
200,201935,James,Harden,1989-08-26T00:00:00,Arizona State,USA,Arizona State/USA,6-5,220.0,13,1.0,Guard,Active,76ers,PHI,Philadelphia,2009.0,2022.0,Y,Y,2009,1,3,Y,6.417
201,1630702,Jaden,Hardy,2002-07-05T00:00:00,NBA G League Ignite,USA,NBA G League Ignite/USA,6-3,198.0,0,3.0,Guard,Active,Mavericks,DAL,Dallas,2021.0,2022.0,Y,Y,2022,2,37,N,6.25
202,1631199,Ron,Harper Jr.,2000-04-12T00:00:00,Rutgers,USA,Rutgers/USA,6-5,245.0,0,8.0,Forward,Active,Raptors,TOR,Toronto,2022.0,2022.0,Y,Y,Undrafted,Undrafted,Undrafted,N,6.417
203,1626149,Montrezl,Harrell,1994-01-26T00:00:00,Louisville,USA,Louisville/USA,6-7,240.0,7,5.0,Forward-Center,Active,76ers,PHI,Philadelphia,2015.0,2022.0,Y,Y,2015,2,32,N,6.583
204,203914,Gary,Harris,1994-09-14T00:00:00,Michigan State,USA,Michigan State/USA,6-4,210.0,8,14.0,Guard,Active,Magic,ORL,Orlando,2014.0,2022.0,Y,Y,2014,1,19,N,6.333
205,1630223,Jalen,Harris,1998-08-14T00:00:00,Nevada,USA,Nevada/USA,6-5,195.0,2,,Guard,Inactive,,,,2020.0,2020.0,Y,Y,2020,2,59,N,6.417
206,203925,Joe,Harris,1991-09-06T00:00:00,Virginia,USA,Virginia/USA,6-6,220.0,8,12.0,Guard-Forward,Active,Nets,BKN,Brooklyn,2014.0,2022.0,Y,Y,2014,2,33,N,6.5
207,1630284,Kevon,Harris,1997-06-24T00:00:00,Stephen F. Austin,USA,Stephen F. Austin/USA,6-6,216.0,0,7.0,Guard,Active,Magic,ORL,Orlando,2022.0,2022.0,Y,Y,Undrafted,Undrafted,Undrafted,N,6.5
208,202699,Tobias,Harris,1992-07-15T00:00:00,Tennessee,USA,Tennessee/USA,6-7,226.0,11,12.0,Forward,Active,76ers,PHI,Philadelphia,2011.0,2022.0,Y,Y,2011,1,19,N,6.583
209,1627885,Shaquille,Harrison,1993-10-06T00:00:00,Tulsa,USA,Tulsa/USA,6-4,195.0,6,,Guard,Inactive,,,,2017.0,2021.0,Y,Y,Undrafted,Undrafted,Undrafted,N,6.333
210,1628404,Josh,Hart,1995-03-06T00:00:00,Villanova,USA,Villanova/USA,6-4,215.0,5,3.0,Guard,Active,Knicks,NYK,New York,2017.0,2022.0,Y,Y,2017,1,30,N,6.333
211,1628392,Isaiah,Hartenstein,1998-05-05T00:00:00,Zalgiris,Germany,Zalgiris/Germany,7-0,250.0,4,55.0,Center-Forward,Active,Knicks,NYK,New York,2018.0,2022.0,Y,Y,2017,2,43,N,7.0
212,2617,Udonis,Haslem,1980-06-09T00:00:00,Florida,USA,Florida/USA,6-7,235.0,19,40.0,Forward,Active,Heat,MIA,Miami,2003.0,2022.0,Y,Y,Undrafted,Undrafted,Undrafted,N,6.583
213,1630573,Sam,Hauser,1997-12-08T00:00:00,Virginia,USA,Virginia/USA,6-7,217.0,1,30.0,Forward,Active,Celtics,BOS,Boston,2021.0,2022.0,Y,Y,Undrafted,Undrafted,Undrafted,N,6.583
214,1629637,Jaxson,Hayes,2000-05-23T00:00:00,Texas,USA,Texas/USA,7-0,220.0,3,10.0,Center-Forward,Active,Pelicans,NOP,New Orleans,2019.0,2022.0,Y,Y,2019,1,8,N,7.0
215,1630165,Killian,Hayes,2001-07-27T00:00:00,Ratiopharm Ulm,France,Ratiopharm Ulm/France,6-5,195.0,2,7.0,Guard,Active,Pistons,DET,Detroit,2020.0,2022.0,Y,Y,2020,1,7,N,6.417
216,202330,Gordon,Hayward,1990-03-23T00:00:00,Butler,USA,Butler/USA,6-7,225.0,12,20.0,Forward,Active,Hornets,CHA,Charlotte,2010.0,2022.0,Y,Y,2010,1,9,N,6.583
217,1627823,Juancho,Hernangomez,1995-09-28T00:00:00,Estudiantes,Spain,Estudiantes/Spain,6-9,214.0,6,,Forward,Inactive,,,,2016.0,2022.0,Y,Y,2016,1,15,N,6.75
218,1626195,Willy,Hernangomez,1994-05-27T00:00:00,Cajasol Sevilla,Spain,Cajasol Sevilla/Spain,6-11,250.0,6,9.0,Center-Forward,Active,Pelicans,NOP,New Orleans,2016.0,2022.0,Y,Y,2015,2,35,N,6.917
219,1629639,Tyler,Herro,2000-01-20T00:00:00,Kentucky,USA,Kentucky/USA,6-5,195.0,3,14.0,Guard,Active,Heat,MIA,Miami,2019.0,2022.0,Y,Y,2019,1,13,N,6.417
220,1627741,Buddy,Hield,1992-12-17T00:00:00,Oklahoma,Bahamas,Oklahoma/Bahamas,6-4,220.0,6,24.0,Guard,Active,Pacers,IND,Indiana,2016.0,2022.0,Y,Y,2016,1,6,N,6.333
221,1629312,Haywood,Highsmith,1996-12-09T00:00:00,Wheeling Jesuit,USA,Wheeling Jesuit/USA,6-5,220.0,2,24.0,Forward,Active,Heat,MIA,Miami,2018.0,2022.0,Y,Y,2018,,,N,6.417
222,201588,George,Hill,1986-05-04T00:00:00,Indiana-Purdue Indianapolis,USA,Indiana-Purdue Indianapolis/USA,6-4,188.0,14,7.0,Guard,Active,Pacers,IND,Indiana,2008.0,2022.0,Y,Y,2008,1,26,N,6.333
223,1630792,Malcolm,Hill,1995-10-26T00:00:00,Illinois,USA,Illinois/USA,6-6,220.0,1,,Forward,Inactive,,,,2021.0,2022.0,Y,Y,Undrafted,Undrafted,Undrafted,N,6.5
224,1630207,Nate,Hinton,1999-06-08T00:00:00,Houston,USA,Houston/USA,6-5,210.0,3,14.0,Guard-Forward,Inactive,Pacers,IND,Indiana,2020.0,2021.0,Y,Y,Undrafted,Undrafted,Undrafted,N,6.417
225,1628988,Aaron,Holiday,1996-09-30T00:00:00,UCLA,USA,UCLA/USA,6-0,185.0,4,3.0,Guard,Active,Hawks,ATL,Atlanta,2018.0,2022.0,Y,Y,2018,1,23,N,6.0
226,201950,Jrue,Holiday,1990-06-12T00:00:00,UCLA,USA,UCLA/USA,6-5,205.0,13,21.0,Guard,Active,Bucks,MIL,Milwaukee,2009.0,2022.0,Y,Y,2009,1,17,N,6.417
227,203200,Justin,Holiday,1989-04-05T00:00:00,Washington,USA,Washington/USA,6-6,180.0,9,0.0,Forward-Guard,Active,Mavericks,DAL,Dallas,2012.0,2022.0,Y,Y,Undrafted,Undrafted,Undrafted,N,6.5
228,1626158,Richaun,Holmes,1993-10-15T00:00:00,Bowling Green,USA,Bowling Green/USA,6-8,235.0,7,22.0,Forward,Active,Kings,SAC,Sacramento,2015.0,2022.0,Y,Y,2015,2,37,N,6.667
229,1631096,Chet,Holmgren,2002-05-01T00:00:00,Gonzaga,USA,Gonzaga/USA,7-1,195.0,0,7.0,Center-Forward,Active,Thunder,OKC,Oklahoma City,2022.0,2022.0,N,N,2022,1,2,N,7.083
230,201143,Al,Horford,1986-06-03T00:00:00,Florida,Dominican Republic,Florida/Dominican Republic,6-9,240.0,15,42.0,Center-Forward,Active,Celtics,BOS,Boston,2007.0,2022.0,Y,Y,2007,1,3,N,6.75
231,1629659,Talen,Horton-Tucker,2000-11-25T00:00:00,Iowa State,USA,Iowa State/USA,6-4,234.0,3,0.0,Guard,Active,Jazz,UTA,Utah,2019.0,2022.0,Y,Y,2019,2,46,N,6.333
232,1627863,Danuel,House Jr.,1993-06-07T00:00:00,Texas A&M,USA,Texas A&M/USA,6-6,220.0,6,25.0,Forward-Guard,Active,76ers,PHI,Philadelphia,2016.0,2022.0,Y,Y,Undrafted,Undrafted,Undrafted,N,6.5
233,1631216,Caleb,Houstan,2003-01-09T00:00:00,Michigan,Canada,Michigan/Canada,6-8,205.0,0,2.0,Guard,Active,Magic,ORL,Orlando,2022.0,2022.0,Y,Y,2022,2,32,N,6.667
234,1631309,Trevor,Hudgins,1999-03-23T00:00:00,Northwest Missouri State,USA,Northwest Missouri State/USA,6-0,180.0,0,12.0,Guard,Active,Rockets,HOU,Houston,2022.0,2022.0,Y,Y,Undrafted,Undrafted,Undrafted,N,6.0
235,1628989,Kevin,Huerter,1998-08-27T00:00:00,Maryland,USA,Maryland/USA,6-7,198.0,4,9.0,Guard-Forward,Active,Kings,SAC,Sacramento,2018.0,2022.0,Y,Y,2018,1,19,N,6.583
236,1630643,Jay,Huff,1997-08-25T00:00:00,Virginia,USA,Virginia/USA,7-1,240.0,1,30.0,Center,Active,Wizards,WAS,Washington,2021.0,2022.0,Y,Y,Undrafted,Undrafted,Undrafted,N,7.083
